,ip,app,device,os,channel,is_attributed,date,time
50149,48782,1,1,22,153,0,7,4
50150,80384,3,1,13,280,0,8,10
50151,73487,9,1,42,234,0,8,1
50152,2858,15,1,8,265,0,7,9
50153,36266,28,1,37,135,0,9,10
50154,92489,18,1,8,134,0,8,13
50155,54536,62,1,16,21,0,8,9
50156,93781,12,1,13,178,0,8,9
50157,29196,28,1,16,135,0,6,22
50158,187467,13,1,22,477,0,8,4
50159,11042,7,1,19,101,0,7,10
50160,174662,28,1,19,135,0,7,5
50161,122729,12,1,19,140,0,9,6
50162,18607,9,1,6,215,0,9,7
50163,120775,9,1,14,134,0,6,23
50164,103247,18,1,22,121,0,6,16
50165,41878,12,1,13,19,0,7,6
50166,5729,2,1,9,237,0,7,12
50167,125222,12,1,37,245,0,9,0
50168,49487,3,1,22,137,0,7,23
50169,82841,64,2,65,459,0,8,4
50170,77840,3,1,13,137,0,9,5
50171,8599,3,1,19,205,0,8,11
50172,39410,10,1,13,317,0,9,13
50173,1337,3,1,13,280,0,7,0
50174,78173,9,1,8,244,0,8,15
50175,53715,3,1,37,211,0,8,23
50176,26039,12,1,13,242,0,7,15
50177,43593,2,1,40,243,0,8,15
50178,53969,2,1,13,477,0,9,5
50179,122517,20,1,19,478,0,9,4
50180,44744,3,2,17,280,0,9,10
50181,209573,9,1,19,244,0,7,2
50182,71514,6,1,13,459,0,9,7
50183,59659,3,1,19,280,0,7,6
50184,217766,12,1,19,178,0,8,2
50185,55145,9,1,13,442,0,7,7
50186,29085,9,1,1,445,0,9,5
50187,105140,10,1,19,113,0,7,16
50188,87879,15,1,17,386,0,8,14
50189,128371,3,1,13,205,0,7,13
50190,82842,14,1,11,349,0,7,10
50191,39400,3,1,27,280,0,8,1
50192,61572,15,1,13,245,0,8,4
50193,40245,9,1,17,215,0,7,3
50194,99768,15,1,13,111,0,7,8
50195,190239,15,1,35,245,0,8,15
50196,198953,8,1,19,259,0,8,2
50197,81699,15,1,15,315,0,9,10
50198,163024,2,1,19,477,0,7,17
50199,79219,3,1,19,280,0,8,1
50200,92237,27,1,19,153,0,8,0
50201,120317,2,1,19,477,0,9,2
50202,233661,12,1,18,245,0,8,12
50203,108913,3,1,16,489,0,7,16
50204,115066,3,1,15,19,0,9,12
50205,163511,20,1,19,259,0,6,17
50206,87515,13,1,19,469,0,9,1
50207,72534,28,1,13,135,0,8,3
50208,128867,15,1,32,265,0,7,13
50209,49383,12,1,20,105,0,8,4
50210,72235,137,3866,866,347,0,9,11
50211,321294,13,1,18,400,0,9,2
50212,70165,15,1,19,153,0,8,11
50213,4019,21,1,19,128,0,6,18
50214,45702,12,1,3,259,0,6,20
50215,13756,3,1,19,442,0,9,12
50216,77103,9,1,13,334,0,9,14
50217,121472,3,1,30,280,0,8,13
50218,71071,10,1,19,317,0,7,12
50219,233295,15,1,19,245,0,7,16
50220,125124,13,1,13,449,0,9,15
50221,52900,23,1,32,153,0,7,2
50222,97765,9,1,13,134,0,7,22
50223,111025,3,1,8,280,0,8,15
50224,19778,9,1,19,215,0,9,1
50225,14426,12,1,22,178,0,9,4
50226,253103,9,2,32,258,0,8,10
50227,17609,1,1,13,134,0,8,4
50228,91712,9,1,13,215,0,9,4
50229,69928,23,1,13,153,0,9,10
50230,66972,3,1,13,137,0,8,22
50231,53648,12,1,13,265,0,9,11
50232,230196,14,1,19,489,0,8,13
50233,251400,3,1,47,466,0,8,9
50234,17461,1,1,1,125,0,7,12
50235,3994,3,1,30,424,0,9,14
50236,23114,2,1,16,435,0,8,9
50237,85894,14,1,32,480,0,9,2
50238,95434,18,1,13,107,0,9,6
50239,9704,3,1,34,211,0,9,5
50240,121472,19,0,24,213,0,9,3
50241,44725,9,1,13,134,0,6,23
50242,13319,26,1,19,121,0,8,4
50243,98045,15,1,8,315,0,7,3
50244,14764,14,1,25,349,0,9,3
50245,89716,15,1,1,278,0,8,3
50246,96165,3,1,22,280,0,8,14
50247,119377,18,1,14,107,0,6,18
50248,98102,14,1,13,379,0,8,13
50249,81419,15,1,8,315,0,7,5
50250,214349,28,1,19,135,0,8,8
50251,38577,26,1,13,121,0,7,3
50252,15609,3,1,19,280,0,7,6
50253,35335,18,1,19,107,0,9,6
50254,194057,18,1,53,107,0,7,15
50255,117915,64,1,20,459,0,8,5
50256,31752,9,1,13,107,0,8,13
50257,90904,24,1,18,105,0,7,16
50258,35814,9,1,19,215,0,7,0
50259,24932,2,1,15,122,0,9,5
50260,15350,3,1,9,137,0,8,9
50261,58842,8,1,12,145,0,7,19
50262,78599,9,1,13,334,0,7,23
50263,41142,3,2,9,280,0,7,3
50264,5314,2,1,13,258,0,9,14
50265,293053,19,0,24,213,0,9,14
50266,145943,12,1,19,245,0,7,10
50267,105314,2,1,17,477,0,9,5
50268,39290,9,1,13,134,0,7,16
50269,37168,3,1,19,153,0,7,9
50270,32641,12,1,10,245,0,7,15
50271,139547,15,1,19,245,0,7,12
50272,95766,15,1,19,265,0,8,13
50273,95246,7,1,19,101,0,9,11
50274,92922,2,1,19,205,0,9,7
50275,86767,1,1,13,134,0,7,10
50276,11335,2,1,34,219,0,7,8
50277,71346,11,1,19,319,0,8,15
50278,84740,15,1,8,245,0,8,0
50279,110426,3,1,17,280,0,8,3
50280,1256,9,1,19,127,0,9,3
50281,188311,18,1,19,134,0,9,14
50282,116725,12,1,13,265,0,9,7
50283,266458,15,1,13,245,0,8,13
50284,62879,24,2,9,178,0,8,15
50285,119498,14,1,20,463,0,8,5
50286,16010,12,1,12,265,0,8,6
50287,87302,14,1,8,379,0,8,10
50288,45463,36,1,19,110,0,9,3
50289,85065,2,1,19,236,0,9,4
50290,68123,14,1,25,480,0,9,4
50291,119920,3,2,112,402,0,9,5
50292,123586,3,1,31,211,0,9,5
50293,31842,2,1,16,435,0,9,14
50294,122346,3,2,13,115,0,8,23
50295,80142,18,1,27,107,0,6,23
50296,73487,3,1,19,280,0,7,8
50297,212293,6,1,19,125,0,9,12
50298,75423,1,1,22,452,0,8,5
50299,39194,18,1,10,107,0,9,5
50300,55149,9,1,32,466,0,8,23
50301,64723,23,1,14,153,0,7,16
50302,67900,58,3032,607,347,0,7,2
50303,9136,19,0,29,347,0,7,5
50304,34046,9,1,17,334,0,8,23
50305,38755,2,1,15,469,0,7,5
50306,33724,9,1,19,134,0,6,23
50307,11109,3,1,13,424,0,8,8
50308,66507,2,1,3,219,0,8,5
50309,6871,14,1,19,349,0,7,10
50310,55910,2,1,37,364,0,7,12
50311,123876,3,1,25,480,0,9,3
50312,28052,12,1,43,328,0,7,9
50313,120334,15,1,30,315,0,7,13
50314,41399,18,3032,607,107,0,7,10
50315,121488,2,1,13,212,0,8,10
50316,114655,11,1,13,487,0,7,5
50317,7572,2,2,9,477,0,8,11
50318,81030,3,1,17,280,0,8,6
50319,55931,15,1,13,245,0,8,2
50320,192348,21,1,13,128,0,8,8
50321,123809,9,1,19,442,0,8,3
50322,80195,17,1,19,280,0,8,22
50323,168787,9,1,8,134,0,8,23
50324,108570,18,1,19,107,0,7,6
50325,140426,21,1,25,128,0,9,0
50326,68382,15,1,28,245,0,7,23
50327,269265,32,1,19,376,0,8,9
50328,36407,13,1,8,400,0,7,11
50329,196786,12,1,13,328,0,9,13
50330,76662,18,1,19,134,0,9,2
50331,79448,14,1,13,379,0,9,5
50332,55145,9,1,8,442,0,7,5
50333,134404,12,1,3,140,0,7,13
50334,12548,12,1,19,328,0,7,7
50335,202986,9,1,13,442,0,6,23
50336,50924,9,1,13,234,0,7,4
50337,40046,2,2,37,236,0,8,15
50338,72279,1,1,13,213,0,8,8
50339,76517,21,1,19,128,0,8,3
50340,99529,12,1,19,178,0,7,0
50341,5450,13,1,32,477,0,7,23
50342,100393,21,1,6,128,0,8,5
50343,6641,18,1,20,107,0,8,0
50344,104597,14,1,17,379,0,7,5
50345,354152,14,1,23,349,0,9,3
50346,76366,12,1,19,259,0,8,5
50347,147036,9,1,3,244,0,9,6
50348,97211,18,1,13,121,0,8,6
50349,95546,18,1,27,121,0,8,9
50350,128796,13,1,19,477,0,8,0
50351,85329,9,1,13,234,0,6,16
50352,258636,12,1,19,328,0,7,22
50353,37763,25,2,49,259,0,8,12
50354,53218,13,1,17,477,0,8,11
50355,29817,25,1,10,259,0,7,12
50356,36691,13,1,36,477,0,7,9
50357,87073,14,1,11,439,0,9,9
50358,27918,12,1,15,265,0,7,7
50359,114384,151,0,38,347,0,7,22
50360,75423,18,1,10,107,0,7,10
50361,106279,13,1,19,477,0,9,3
50362,49602,3,1,19,280,0,8,22
50363,30564,15,1,47,386,0,7,14
50364,42143,14,1,13,401,0,7,9
50365,103567,3,1,13,280,0,8,10
50366,49602,13,1,18,469,0,8,12
50367,117331,2,1,13,435,0,8,11
50368,17380,2,1,22,435,0,9,8
50369,189012,3,1,15,115,0,7,14
50370,104271,21,1,13,232,0,9,9
50371,18037,3,1,19,409,0,7,13
50372,292387,21,1,8,128,0,9,9
50373,102149,1,2,4,125,0,8,22
50374,114235,18,1,19,107,0,8,22
50375,227099,18,1,41,121,0,7,23
50376,7387,64,1,19,459,0,9,10
50377,88234,3,1,19,137,0,7,10
50378,36948,21,1,16,128,0,9,10
50379,75436,12,1,19,212,0,7,4
50380,73516,3,1,19,379,0,8,15
50381,392,18,1,12,121,0,9,6
50382,75489,2,1,30,477,0,8,11
50383,116288,3,1,35,379,0,9,2
50384,105649,15,1,19,379,0,8,13
50385,211759,11,1,19,319,0,9,13
50386,70495,12,1,40,340,0,8,18
50387,38575,1,1,27,371,0,8,2
50388,78672,3,1,13,280,0,8,9
50389,3066,11,1,19,219,0,9,9
50390,123692,15,1,15,430,0,8,15
50391,67467,1,2,19,134,0,6,23
50392,5348,18,1,30,107,0,7,11
50393,44367,1,1,15,153,0,7,4
50394,14764,8,1,13,145,0,7,17
50395,162535,10,1,13,377,0,7,2
50396,106707,2,1,14,237,0,7,13
50397,15719,15,1,15,315,0,9,8
50398,69156,151,0,38,347,0,9,10
50399,58151,18,1,19,376,0,8,5
50400,26995,25,2,30,259,0,9,13
50401,42677,1,1,13,134,0,9,5
50402,73278,14,1,13,489,0,8,14
50403,42208,9,1,19,134,0,6,20
50404,103267,15,1,13,412,0,7,10
50405,122502,17,1,19,134,0,9,12
50406,95691,9,1,18,334,0,8,6
50407,23219,9,1,53,244,0,9,1
50408,100971,12,1,13,205,0,8,1
50409,59997,3,1,13,409,0,8,6
50410,107228,8,2,20,259,0,8,14
50411,100275,24,1,18,105,0,7,18
50412,111025,14,2,9,371,0,9,12
50413,211407,14,1,19,401,0,8,8
50414,9499,2,1,32,477,0,8,22
50415,98236,3,1,3,137,0,7,7
50416,21162,10,1,6,377,0,7,14
50417,31572,12,1,19,259,0,7,9
50418,96983,26,1,15,121,0,7,5
50419,99113,18,1,19,107,0,8,1
50420,352454,15,1,25,412,0,9,15
50421,99768,18,1,18,121,0,9,1
50422,76845,14,1,19,480,0,7,1
50423,4052,12,2,18,145,0,8,22
50424,38732,15,1,19,315,0,8,1
50425,109644,26,1,19,266,0,9,0
50426,5348,14,2,15,123,0,7,15
50427,86767,3,1,19,280,0,7,9
50428,82964,12,1,13,245,0,6,23
50429,120638,2,1,66,452,0,9,9
50430,106493,19,0,0,347,0,9,6
50431,359128,15,1,9,315,0,9,11
50432,156920,2,1,19,435,0,8,8
50433,139516,12,1,25,245,0,6,18
50434,159032,12,1,22,124,0,9,11
50435,68248,23,1,32,153,0,9,9
50436,59969,14,1,13,463,0,8,11
50437,22061,2,1,9,477,0,6,20
50438,59508,9,1,32,215,0,7,2
50439,81976,3,1,13,466,0,8,22
50440,88281,15,1,25,245,0,8,17
50441,95870,21,1,20,128,0,8,8
50442,107937,15,1,53,315,0,7,18
50443,106507,12,1,13,178,0,8,1
50444,60556,2,1,18,237,0,8,9
50445,66480,66,1,20,101,0,8,13
50446,75684,8,1,13,145,0,9,1
50447,52628,3,1,13,424,0,8,9
50448,198996,25,1,25,259,0,7,10
50449,110592,26,1,17,477,0,8,5
50450,107969,12,1,32,328,0,8,18
50451,27959,2,1,10,477,0,8,19
50452,90519,8,1,49,145,0,7,16
50453,123908,22,1,17,116,0,8,14
50454,287993,3,1,11,280,0,9,5
50455,60725,3,1,9,280,0,7,8
50456,60348,15,1,37,480,0,8,4
50457,355506,9,1,17,134,0,9,9
50458,39493,12,1,1,245,0,8,2
50459,26130,3,1,19,115,0,7,6
50460,74719,9,1,13,134,0,8,16
50461,262037,1,1,15,134,0,7,22
50462,69056,8,1,13,145,0,9,9
50463,175648,2,1,13,364,0,9,14
50464,113659,12,1,6,19,0,7,23
50465,13634,11,1,19,219,0,9,14
50466,119758,21,1,27,128,0,8,1
50467,31590,9,1,46,127,0,9,11
50468,125062,8,1,19,145,0,9,9
50469,40216,9,1,18,232,0,8,15
50470,122116,18,1,3,107,0,8,10
50471,5348,9,1,19,445,0,9,12
50472,95173,14,1,19,379,0,8,4
50473,190184,3,1,1,280,0,7,5
50474,93641,12,1,37,497,0,6,19
50475,121099,18,1,17,121,0,8,17
50476,44277,18,1,3,107,0,7,9
50477,131823,10,1,18,377,0,9,14
50478,70289,15,1,34,245,0,8,3
50479,41993,2,1,22,377,0,7,15
50480,14230,9,1,17,107,0,8,11
50481,279791,2,1,13,237,0,8,7
50482,148141,64,1,19,459,0,7,8
50483,197502,8,1,27,259,0,7,4
50484,91072,26,1,3,477,0,9,6
50485,2086,26,1,18,121,0,7,16
50486,109148,18,1,10,107,0,8,8
50487,29563,18,1,17,107,0,7,2
50488,107836,27,1,13,122,0,9,0
50489,159287,18,1,23,107,0,8,1
50490,115671,9,1,22,442,0,8,6
50491,90626,3,1,13,115,0,9,1
50492,97616,20,1,13,259,0,9,15
50493,58669,3,1,13,280,0,9,5
50494,117423,9,1,9,442,0,9,5
50495,153149,13,1,12,477,0,7,4
50496,2180,24,2,40,105,0,9,15
50497,101941,28,1,37,135,0,7,20
50498,29950,15,1,17,265,0,8,8
50499,85329,12,2,8,259,0,7,13
50500,42143,2,1,22,477,0,8,7
50501,111901,3,1,19,417,0,7,4
50502,7647,26,1,37,121,0,9,14
50503,64502,3,1,18,280,0,7,0
50504,125676,29,1,17,343,0,7,14
50505,56977,14,1,3,379,0,8,11
50506,22037,12,1,14,245,0,8,1
50507,54125,3,1,18,280,0,7,3
50508,37028,9,1,9,489,0,9,7
50509,15661,26,1,16,266,0,9,3
50510,83146,9,1,13,442,0,7,10
50511,108245,18,1,13,121,0,8,7
50512,122675,2,1,13,452,0,9,6
50513,41232,9,1,20,134,0,6,16
50514,95808,15,1,37,245,0,8,0
50515,105587,8,1,2,145,0,7,21
50516,38575,7,1,25,101,0,9,7
50517,27035,15,1,3,140,0,9,9
50518,26998,82,1,10,21,0,8,16
50519,40372,45,1,19,411,0,7,2
50520,116827,12,1,13,245,0,7,0
50521,23167,12,1,8,265,0,7,15
50522,11865,2,1,19,477,0,7,0
50523,193299,15,1,13,245,0,7,7
50524,71671,12,1,22,409,0,7,4
50525,14910,18,1,13,107,0,7,15
50526,4147,3,1,13,280,0,8,3
50527,111348,18,1,19,121,0,8,10
50528,85172,14,1,13,463,0,8,12
50529,12647,9,1,32,234,0,9,15
50530,165982,11,1,19,319,0,9,11
50531,103453,2,1,20,469,0,8,3
50532,14895,12,1,13,259,0,8,11
50533,157134,2,1,17,377,0,8,12
50534,96581,12,1,13,265,0,7,22
50535,93054,3,1,15,379,0,8,13
50536,82287,15,1,22,480,0,9,8
50537,31916,3,1,10,409,0,8,8
50538,90379,3,1,13,173,0,7,19
50539,113354,12,1,6,328,0,7,12
50540,100748,2,1,17,258,0,7,15
50541,44513,2,1,20,377,0,6,17
50542,118563,14,1,13,379,0,7,10
50543,101429,14,1,25,349,0,9,11
50544,8582,12,1,15,178,0,8,10
50545,209078,18,1,6,376,0,9,8
50546,20878,2,1,19,469,0,9,13
50547,18286,15,1,19,386,0,7,8
50548,142328,18,1,37,107,0,7,6
50549,6942,12,1,22,140,0,7,2
50550,137052,25,1,19,259,0,8,12
50551,95199,2,2,10,236,0,8,6
50552,40965,11,1,9,122,0,7,2
50553,36213,3,1,19,280,0,8,14
50554,201367,3,1,3,424,0,7,6
50555,134682,18,1,13,107,0,9,3
50556,119531,9,2,1,466,0,9,7
50557,271769,12,1,13,328,0,8,14
50558,10097,12,1,37,265,0,7,0
50559,28249,9,1,19,334,0,9,10
50560,85192,3,1,22,280,0,9,0
50561,290976,20,1,19,259,0,9,12
50562,37438,13,1,13,477,0,9,12
50563,350512,12,1,28,205,0,8,21
50564,116055,15,1,31,245,0,6,17
50565,48919,3,1,19,280,0,7,7
50566,26375,15,1,18,379,0,9,14
50567,115586,12,1,19,259,0,9,4
50568,26824,3,1,11,371,0,8,0
50569,47407,17,1,19,280,0,7,6
50570,167804,12,1,17,259,0,8,5
50571,7538,3,1,20,442,0,7,0
50572,121243,28,1,41,135,0,7,0
50573,51068,18,1,19,439,0,8,2
50574,181830,9,1,19,489,0,9,1
50575,4019,6,1,18,459,0,9,1
50576,125106,3,1,19,280,0,8,13
50577,194175,8,1,19,259,0,7,13
50578,20576,64,1,43,459,0,8,11
50579,97716,3,1,13,280,0,7,5
50580,182595,15,1,18,130,0,7,0
50581,5147,15,1,13,430,0,8,13
50582,90891,12,1,22,328,0,6,20
50583,70522,9,1,22,134,0,9,14
50584,350934,18,1,22,121,0,9,0
50585,148796,2,1,13,219,0,9,13
50586,195354,15,1,19,245,0,8,16
50587,67314,18,1,15,439,0,9,6
50588,2235,3,1,37,211,0,9,4
50589,38296,3,1,41,137,0,8,3
50590,50193,9,1,17,215,0,9,11
50591,59427,18,1,13,134,0,8,4
50592,73144,25,1,27,259,0,8,2
50593,52847,2,1,23,469,0,7,21
50594,18314,9,1,19,215,0,9,14
50595,179538,23,1,19,153,0,7,8
50596,66480,14,1,8,134,0,8,3
50597,143348,64,1,48,459,0,8,19
50598,7699,21,1,6,128,0,7,3
50599,74422,7,1,6,101,0,8,0
50600,114796,1,1,31,135,0,8,3
50601,105069,2,1,19,237,0,9,2
50602,137788,3,1,13,424,0,8,4
50603,53454,15,1,17,245,0,8,12
50604,63787,3,1,47,409,0,8,15
50605,46765,9,1,15,489,0,9,10
50606,191846,8,1,1,145,0,6,23
50607,19732,15,1,37,245,0,7,4
50608,6740,15,1,13,3,0,7,12
50609,196281,26,1,9,266,0,8,0
50610,77606,1,1,19,439,0,7,10
50611,69484,11,1,19,219,0,8,5
50612,199005,27,1,18,153,0,7,7
50613,201319,3,1,18,137,0,9,10
50614,55023,9,1,35,442,0,8,23
50615,68352,8,1,11,145,0,9,9
50616,195590,3,1,13,409,0,7,10
50617,84928,3,1,18,409,0,7,4
50618,67239,10,1,16,377,0,9,4
50619,33974,18,1,13,134,0,7,17
50620,34109,18,1,13,134,0,8,22
50621,21846,12,1,19,265,0,8,1
50622,47036,12,1,13,259,0,9,11
50623,9946,18,1,19,121,0,7,2
50624,70896,20,1,13,259,0,6,16
50625,161322,14,1,22,379,0,8,22
50626,105090,13,1,6,477,0,8,10
50627,90588,21,1,18,128,0,8,21
50628,121278,15,1,10,130,0,8,9
50629,38356,26,1,13,266,0,8,5
50630,350534,1,2,17,101,0,9,0
50631,105475,3,1,16,409,0,9,12
50632,201997,64,1,41,459,0,7,12
50633,86735,12,1,9,328,0,9,12
50634,75007,12,1,35,140,0,8,7
50635,18088,21,1,18,128,0,8,15
50636,39230,2,1,13,258,0,9,4
50637,6123,18,1,19,107,0,9,9
50638,100212,3,1,22,211,0,8,15
50639,107155,9,2,18,322,0,9,14
50640,170936,15,1,25,245,0,7,5
50641,24039,8,1,15,145,0,9,7
50642,88255,3,1,11,173,0,9,8
50643,93715,3,1,25,130,0,7,0
50644,356386,7,1,13,101,0,9,4
50645,10518,13,1,19,477,0,8,19
50646,99209,2,1,13,219,0,7,8
50647,24314,14,1,17,439,0,7,15
50648,64024,26,1,18,477,0,9,15
50649,109723,2,1,8,122,0,6,23
50650,1720,26,1,15,266,0,7,10
50651,26766,2,1,10,219,0,8,0
50652,240889,9,1,41,489,0,8,4
50653,227917,20,2,2,259,0,8,2
50654,93920,9,1,19,134,0,7,0
50655,66316,12,1,18,140,0,8,4
50656,39888,2,1,48,219,0,6,22
50657,100211,2,1,19,435,0,9,6
50658,94438,11,1,13,469,0,6,22
50659,16905,23,1,19,153,0,8,1
50660,194050,20,1,49,259,0,7,14
50661,28013,9,1,3,244,0,9,3
50662,98581,9,1,13,442,0,7,23
50663,37972,13,1,20,477,0,7,12
50664,55444,3,1,19,489,0,7,3
50665,15643,12,1,14,178,0,8,3
50666,78265,23,1,47,153,0,9,9
50667,202062,9,1,19,334,0,7,8
50668,32753,15,1,19,245,0,7,13
50669,117127,18,1,13,439,0,8,4
50670,46778,2,2,32,237,0,7,22
50671,7340,1,1,37,134,0,8,3
50672,77563,2,1,18,435,0,9,7
50673,71510,18,1,13,107,0,7,0
50674,118252,12,1,17,259,0,9,9
50675,34840,9,1,19,134,0,7,0
50676,92766,2,1,13,236,0,8,5
50677,6268,18,1,13,121,0,9,10
50678,4019,2,1,77,477,0,9,3
50679,59405,2,1,3,477,0,8,0
50680,150579,3,1,31,409,0,8,7
50681,165551,15,1,19,386,0,6,18
50682,48170,28,1,17,135,0,8,12
50683,84729,26,1,47,121,0,7,2
50684,11002,3,1,18,280,0,9,3
50685,33259,14,1,17,480,0,8,7
50686,98912,14,1,22,360,0,7,0
50687,92852,10,1,13,377,0,8,9
50688,40595,3,1,19,409,0,9,2
50689,64464,3,1,19,466,0,7,3
50690,51495,12,1,18,178,0,8,15
50691,48919,9,1,19,134,0,6,23
50692,48158,3,1,13,137,0,8,16
50693,79425,6,1,19,459,0,7,6
50694,79139,15,1,13,386,0,6,22
50695,183964,2,1,13,435,0,8,9
50696,106862,3,1,13,280,0,8,1
50697,112438,3,1,17,280,0,9,4
50698,75634,21,1,19,128,0,9,7
50699,108984,2,1,13,212,0,8,7
50700,122948,3,1,13,442,0,6,23
50701,59470,12,1,23,340,0,8,14
50702,191023,15,1,15,315,0,6,22
50703,118339,19,0,24,213,0,6,23
50704,62876,19,1422,0,210,0,9,12
50705,79308,9,1,18,244,0,8,12
50706,308779,8,1,19,145,0,9,12
50707,3435,3,1,13,280,0,8,12
50708,125362,10,1,19,317,0,7,1
50709,152346,1,1,12,125,0,6,20
50710,87357,12,1,19,259,0,6,23
50711,119413,12,1,43,259,0,9,13
50712,61166,23,1,13,153,0,9,3
50713,5147,15,1,16,140,0,9,9
50714,13712,14,1,13,442,0,8,18
50715,116879,12,1,15,259,0,8,4
50716,121637,15,1,19,386,0,9,13
50717,112212,18,1,13,121,0,9,4
50718,104459,14,1,19,379,0,9,2
50719,211489,3,1,10,280,0,8,1
50720,137052,21,2,49,128,0,6,23
50721,22037,9,1,22,134,0,8,1
50722,84644,2,1,22,237,0,8,13
50723,101250,21,1,19,128,0,8,0
50724,159901,24,1,17,105,0,7,7
50725,32554,27,1,13,122,0,6,23
50726,73100,12,1,20,178,0,8,1
50727,112755,3,1,19,409,0,9,6
50728,84644,15,1,13,278,0,7,14
50729,32506,9,1,13,244,0,7,10
50730,42298,8,1,19,145,0,8,10
50731,124166,18,1,6,121,0,7,0
50732,114276,64,1,6,459,0,7,11
50733,39070,3,1,3,137,0,7,1
50734,202230,15,1,13,245,0,7,16
50735,165182,2,1,13,452,0,7,14
50736,64022,18,1,14,134,0,8,16
50737,119289,15,1,12,245,0,9,13
50738,83913,3,1,17,480,0,9,2
50739,93974,2,1,19,452,0,7,4
50740,201182,12,1,13,245,0,7,13
50741,69635,28,1,16,135,0,8,4
50742,79857,15,1,1,315,0,9,1
50743,183173,14,1,19,379,0,7,11
50744,24458,35,1,13,21,1,8,1
50745,45595,3,1,35,424,0,7,23
50746,94521,3,1,40,442,0,7,12
50747,70233,3,1,19,280,0,8,0
50748,89458,3,1,25,173,0,7,9
50749,64543,3,1,13,19,0,7,15
50750,77391,8,1,13,145,0,9,2
50751,119162,28,1,13,135,0,9,11
50752,18955,3,1,18,280,0,9,5
50753,191759,12,1,13,245,0,7,13
50754,29290,12,1,22,140,0,7,14
50755,114561,12,1,22,259,0,9,13
50756,158762,2,1,19,219,0,7,0
50757,15990,12,1,14,265,0,8,5
50758,26682,3,1,15,280,0,8,3
50759,9801,12,1,18,178,0,7,2
50760,52660,15,1,19,245,0,9,0
50761,18416,3,1,17,130,0,7,17
50762,6689,9,2,19,215,0,9,12
50763,124985,2,1,8,205,0,9,14
50764,17130,18,1,35,121,0,8,10
50765,116581,150,1,13,110,0,8,7
50766,26995,18,1,28,107,0,9,11
50767,31959,9,1,19,234,0,8,16
50768,98424,6,1,3,125,0,6,23
50769,101894,3,1,6,280,0,8,13
50770,34215,6,1,13,459,0,8,2
50771,88297,9,1,16,107,0,9,15
50772,140441,6,1,46,459,0,8,3
50773,96903,15,1,47,412,0,9,13
50774,147291,14,1,19,489,0,8,2
50775,73965,3,1,36,379,0,8,8
50776,50522,15,1,9,245,0,9,1
50777,334195,1,1,1,13,0,9,10
50778,61359,1,1,23,124,0,8,9
50779,27469,15,1,19,245,0,7,11
50780,63080,12,1,18,178,0,9,1
50781,119050,3,1,35,280,0,9,11
50782,172167,3,1,37,280,0,9,6
50783,58415,15,1,18,3,0,9,13
50784,44645,3,2,13,280,0,7,11
50785,89141,8,1,18,145,0,9,8
50786,96534,12,1,19,178,0,7,1
50787,1810,18,1,19,107,0,7,15
50788,29171,9,1,19,232,0,7,14
50789,32661,15,1,19,265,0,7,1
50790,5314,11,1,13,173,0,9,4
50791,10286,2,1,13,237,0,8,8
50792,151786,19,0,0,213,0,9,0
50793,14782,2,1,19,205,0,8,13
50794,345556,9,1,28,134,0,9,0
50795,50594,14,1,13,134,0,7,2
50796,42327,74,1,41,21,0,6,19
50797,99926,3,1,8,280,0,6,16
50798,119369,12,1,23,259,0,7,14
50799,127477,27,1,18,122,0,8,14
50800,6087,17,1,1,280,0,8,12
50801,7240,3,1,19,280,0,9,2
50802,50353,12,1,31,178,0,9,4
50803,172070,8,1,36,140,0,7,15
50804,391,12,1,18,245,0,8,5
50805,40430,9,1,13,215,0,9,7
50806,41142,12,1,13,140,0,9,15
50807,125050,8,1,13,145,0,7,11
50808,186377,1,1,10,134,0,7,0
50809,6692,14,1,6,401,0,9,4
50810,25473,15,1,8,245,0,7,17
50811,37028,10,1,47,377,0,7,12
50812,82774,12,1,13,245,0,7,7
50813,6668,12,1,10,340,0,8,19
50814,52024,18,1,19,107,0,9,13
50815,52552,18,1,53,107,0,7,1
50816,25679,24,2,19,105,0,7,12
50817,16965,3,1,18,280,0,7,8
50818,119870,3,1,13,280,0,7,1
50819,234152,13,1,19,477,0,8,4
50820,1632,18,1,35,107,0,9,1
50821,92904,3,1,10,280,0,7,5
50822,24997,3,1,15,489,0,7,4
50823,83584,2,1,6,469,0,8,14
50824,52290,3,1,25,137,0,8,1
50825,66633,15,1,13,315,0,8,12
50826,91694,14,1,17,349,0,9,15
50827,71601,3,1,17,280,0,8,12
50828,163429,15,1,19,140,0,8,12
50829,96102,29,1,17,213,0,7,9
50830,48282,18,1,5,107,0,9,0
50831,73516,22,1,13,496,0,7,11
50832,43862,17,1,19,280,0,8,16
50833,54379,12,1,22,178,0,9,11
50834,34725,8,1,8,145,0,7,4
50835,92852,64,1,13,459,0,7,10
50836,82015,2,1,11,122,0,9,12
50837,59899,3,1,17,280,0,8,11
50838,12058,15,1,6,3,0,8,18
50839,155829,2,1,11,258,0,7,2
50840,13121,3,1,14,424,0,7,11
50841,95172,1,1,18,377,0,8,14
50842,167614,10,1,36,113,0,7,4
50843,17460,25,1,14,259,0,7,8
50844,114478,9,1,10,244,0,9,9
50845,231874,12,1,9,481,0,8,23
50846,156032,12,2,18,105,0,8,13
